"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","EMP","MEN","THND_PER","A","2018",2485.85,
"PRT","EMP","MEN","THND_PER","A","2019",2504.225,
"PRT","EMP","MEN","THND_PER","A","2020",2440.175,
"PRT","EMP","TOT","THND_PER","A","1956",3221,
"PRT","EMP","TOT","THND_PER","A","1957",3155,
"PRT","EMP","TOT","THND_PER","A","1958",3267,
"PRT","EMP","TOT","THND_PER","A","1959",3290,
"PRT","EMP","TOT","THND_PER","A","1960",3316,
"PRT","EMP","TOT","THND_PER","A","1961",3306,
"PRT","EMP","TOT","THND_PER","A","1962",3297,
"PRT","EMP","TOT","THND_PER","A","1963",3287,
"PRT","EMP","TOT","THND_PER","A","1964",3278,
"PRT","EMP","TOT","THND_PER","A","1965",3268,
"PRT","EMP","TOT","THND_PER","A","1966",3248,
"PRT","EMP","TOT","THND_PER","A","1967",3228,
"PRT","EMP","TOT","THND_PER","A","1968",3208,
"PRT","EMP","TOT","THND_PER","A","1969",3188,
"PRT","EMP","TOT","THND_PER","A","1970",3362,
"PRT","EMP","TOT","THND_PER","A","1971",3352,
"PRT","EMP","TOT","THND_PER","A","1972",3331,
"PRT","EMP","TOT","THND_PER","A","1973",3303,
"PRT","EMP","TOT","THND_PER","A","1974",3694,
"PRT","EMP","TOT","THND_PER","A","1975",3724,
"PRT","EMP","TOT","THND_PER","A","1976",3789,
"PRT","EMP","TOT","THND_PER","A","1977",3784,
"PRT","EMP","TOT","THND_PER","A","1978",3772,
"PRT","EMP","TOT","THND_PER","A","1979",3854,
"PRT","EMP","TOT","THND_PER","A","1980",3940,
"PRT","EMP","TOT","THND_PER","A","1981",3918,
"PRT","EMP","TOT","THND_PER","A","1982",3928,"B"
"PRT","EMP","TOT","THND_PER","A","1983",4128,
"PRT","EMP","TOT","THND_PER","A","1984",4075,
"PRT","EMP","TOT","THND_PER","A","1985",4057,
"PRT","EMP","TOT","THND_PER","A","1986",4064,
"PRT","EMP","TOT","THND_PER","A","1987",4171,
"PRT","EMP","TOT","THND_PER","A","1988",4280,
"PRT","EMP","TOT","THND_PER","A","1989",4377,
"PRT","EMP","TOT","THND_PER","A","1990",4658,
"PRT","EMP","TOT","THND_PER","A","1991",4568,"B"
"PRT","EMP","TOT","THND_PER","A","1992",4498.1,
"PRT","EMP","TOT","THND_PER","A","1993",4418.2,
"PRT","EMP","TOT","THND_PER","A","1994",4408.9,
"PRT","EMP","TOT","THND_PER","A","1995",4381.6,
"PRT","EMP","TOT","THND_PER","A","1996",4409.1,
"PRT","EMP","TOT","THND_PER","A","1997",4491,"B"
"PRT","EMP","TOT","THND_PER","A","1998",4848.125,
"PRT","EMP","TOT","THND_PER","A","1999",4925.45,
"PRT","EMP","TOT","THND_PER","A","2000",5041.15,
"PRT","EMP","TOT","THND_PER","A","2001",5128.15,
"PRT","EMP","TOT","THND_PER","A","2002",5143.825,
"PRT","EMP","TOT","THND_PER","A","2003",5093.45,
"PRT","EMP","TOT","THND_PER","A","2004",5062.325,"B"
"PRT","EMP","TOT","THND_PER","A","2005",5047.325,
"PRT","EMP","TOT","THND_PER","A","2006",5079.05,
"PRT","EMP","TOT","THND_PER","A","2007",5092.5,
"PRT","EMP","TOT","THND_PER","A","2008",5116.6,
"PRT","EMP","TOT","THND_PER","A","2009",4968.65,
"PRT","EMP","TOT","THND_PER","A","2010",4898.425,"B"
"PRT","EMP","TOT","THND_PER","A","2011",4740.1,
"PRT","EMP","TOT","THND_PER","A","2012",4546.875,
"PRT","EMP","TOT","THND_PER","A","2013",4429.375,
"PRT","EMP","TOT","THND_PER","A","2014",4499.55,
"PRT","EMP","TOT","THND_PER","A","2015",4548.675,
"PRT","EMP","TOT","THND_PER","A","2016",4605.225,
"PRT","EMP","TOT","THND_PER","A","2017",4756.6,
"PRT","EMP","TOT","THND_PER","A","2018",4866.65,
"PRT","EMP","TOT","THND_PER","A","2019",4913.075,
"PRT","EMP","TOT","THND_PER","A","2020",4814.125,
"PRT","EMP","WOMEN","THND_PER","A","1960",603,
"PRT","EMP","WOMEN","THND_PER","A","1974",1467,
"PRT","EMP","WOMEN","THND_PER","A","1975",1445,
"PRT","EMP","WOMEN","THND_PER","A","1976",1457,
"PRT","EMP","WOMEN","THND_PER","A","1977",1454,
"PRT","EMP","WOMEN","THND_PER","A","1978",1434,
"PRT","EMP","WOMEN","THND_PER","A","1979",1496,
"PRT","EMP","WOMEN","THND_PER","A","1980",1502,
"PRT","EMP","WOMEN","THND_PER","A","1981",1547,
"PRT","EMP","WOMEN","THND_PER","A","1982",1548,"B"
"PRT","EMP","WOMEN","THND_PER","A","1983",1636,
"PRT","EMP","WOMEN","THND_PER","A","1984",1630,
"PRT","EMP","WOMEN","THND_PER","A","1985",1648,
"PRT","EMP","WOMEN","THND_PER","A","1986",1641,
"PRT","EMP","WOMEN","THND_PER","A","1987",1724,
"PRT","EMP","WOMEN","THND_PER","A","1988",1796,
"PRT","EMP","WOMEN","THND_PER","A","1989",1841,
"PRT","EMP","WOMEN","THND_PER","A","1990",1977,
"PRT","EMP","WOMEN","THND_PER","A","1991",1989,"B"
"PRT","EMP","WOMEN","THND_PER","A","1992",1987.9,
"PRT","EMP","WOMEN","THND_PER","A","1993",1968.6,
"PRT","EMP","WOMEN","THND_PER","A","1994",1971.7,
"PRT","EMP","WOMEN","THND_PER","A","1995",1966.9,
"PRT","EMP","WOMEN","THND_PER","A","1996",1984.4,
"PRT","EMP","WOMEN","THND_PER","A","1997",2031.3,"B"
"PRT","EMP","WOMEN","THND_PER","A","1998",2153.625,
"PRT","EMP","WOMEN","THND_PER","A","1999",2210.4,
"PRT","EMP","WOMEN","THND_PER","A","2000",2266.6,
"PRT","EMP","WOMEN","THND_PER","A","2001",2312.075,
"PRT","EMP","WOMEN","THND_PER","A","2002",2329.75,
"PRT","EMP","WOMEN","THND_PER","A","2003",2330.325,
"PRT","EMP","WOMEN","THND_PER","A","2004",2325.85,"B"
"PRT","EMP","WOMEN","THND_PER","A","2005",2340.55,
"PRT","EMP","WOMEN","THND_PER","A","2006",2354,
"PRT","EMP","WOMEN","THND_PER","A","2007",2367.35,
"PRT","EMP","WOMEN","THND_PER","A","2008",2391.3,
"PRT","EMP","WOMEN","THND_PER","A","2009",2356.925,
"PRT","EMP","WOMEN","THND_PER","A","2010",2329.1,"B"
"PRT","EMP","WOMEN","THND_PER","A","2011",2252.875,
"PRT","EMP","WOMEN","THND_PER","A","2012",2189.6,
"PRT","EMP","WOMEN","THND_PER","A","2013",2140.975,
"PRT","EMP","WOMEN","THND_PER","A","2014",2180.025,
"PRT","EMP","WOMEN","THND_PER","A","2015",2214.375,
"PRT","EMP","WOMEN","THND_PER","A","2016",2243.825,
"PRT","EMP","WOMEN","THND_PER","A","2017",2314.275,
"PRT","EMP","WOMEN","THND_PER","A","2018",2380.825,
"PRT","EMP","WOMEN","THND_PER","A","2019",2408.85,
"PRT","EMP","WOMEN","THND_PER","A","2020",2373.95,
"PRT","EMP","MEN","PC_WKGPOP","A","1998",75.875,
"PRT","EMP","MEN","PC_WKGPOP","A","1999",75.825,
"PRT","EMP","MEN","PC_WKGPOP","A","2000",76.55,
"PRT","EMP","MEN","PC_WKGPOP","A","2001",76.975,
"PRT","EMP","MEN","PC_WKGPOP","A","2002",76.55,
"PRT","EMP","MEN","PC_WKGPOP","A","2003",74.925,
"PRT","EMP","MEN","PC_WKGPOP","A","2004",74.025,"B"
"PRT","EMP","MEN","PC_WKGPOP","A","2005",73.275,
"PRT","EMP","MEN","PC_WKGPOP","A","2006",73.7,
"PRT","EMP","MEN","PC_WKGPOP","A","2007",73.65,
"PRT","EMP","MEN","PC_WKGPOP","A","2008",73.8,
"PRT","EMP","MEN","PC_WKGPOP","A","2009",70.85,
"PRT","EMP","MEN","PC_WKGPOP","A","2010",69.725,"B"
"PRT","EMP","MEN","PC_WKGPOP","A","2011",67.725,
"PRT","EMP","MEN","PC_WKGPOP","A","2012",64.5,
"PRT","EMP","MEN","PC_WKGPOP","A","2013",63.475,
"PRT","EMP","MEN","PC_WKGPOP","A","2014",65.775,
"PRT","EMP","MEN","PC_WKGPOP","A","2015",66.875,
"PRT","EMP","MEN","PC_WKGPOP","A","2016",68.25,
"PRT","EMP","MEN","PC_WKGPOP","A","2017",71.1,
"PRT","EMP","MEN","PC_WKGPOP","A","2018",72.7,
"PRT","EMP","MEN","PC_WKGPOP","A","2019",73.575,
"PRT","EMP","MEN","PC_WKGPOP","A","2020",71.6,
"PRT","EMP","TOT","PC_WKGPOP","A","1998",66.825,
"PRT","EMP","TOT","PC_WKGPOP","A","1999",67.525,
"PRT","EMP","TOT","PC_WKGPOP","A","2000",68.375,
"PRT","EMP","TOT","PC_WKGPOP","A","2001",69,
"PRT","EMP","TOT","PC_WKGPOP","A","2002",68.775,
"PRT","EMP","TOT","PC_WKGPOP","A","2003",68,
"PRT","EMP","TOT","PC_WKGPOP","A","2004",67.65,"B"
"PRT","EMP","TOT","PC_WKGPOP","A","2005",67.3,
"PRT","EMP","TOT","PC_WKGPOP","A","2006",67.625,
"PRT","EMP","TOT","PC_WKGPOP","A","2007",67.6,
"PRT","EMP","TOT","PC_WKGPOP","A","2008",68.025,
"PRT","EMP","TOT","PC_WKGPOP","A","2009",66.075,
"PRT","EMP","TOT","PC_WKGPOP","A","2010",65.275,"B"
"PRT","EMP","TOT","PC_WKGPOP","A","2011",63.825,
"PRT","EMP","TOT","PC_WKGPOP","A","2012",61.425,
"PRT","EMP","TOT","PC_WKGPOP","A","2013",60.625,
"PRT","EMP","TOT","PC_WKGPOP","A","2014",62.625,
"PRT","EMP","TOT","PC_WKGPOP","A","2015",63.925,
"PRT","EMP","TOT","PC_WKGPOP","A","2016",65.25,
"PRT","EMP","TOT","PC_WKGPOP","A","2017",67.825,
"PRT","EMP","TOT","PC_WKGPOP","A","2018",69.7,
"PRT","EMP","TOT","PC_WKGPOP","A","2019",70.475,
"PRT","EMP","TOT","PC_WKGPOP","A","2020",69,
"PRT","EMP","WOMEN","PC_WKGPOP","A","1998",58.225,
"PRT","EMP","WOMEN","PC_WKGPOP","A","1999",59.5,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2000",60.525,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2001",61.3,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2002",61.375,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2003",61.35,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2004",61.475,"B"
"PRT","EMP","WOMEN","PC_WKGPOP","A","2005",61.55,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2006",61.825,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2007",61.825,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2008",62.475,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2009",61.5,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2010",60.975,"B"
"PRT","EMP","WOMEN","PC_WKGPOP","A","2011",60.1,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2012",58.475,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2013",57.925,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2014",59.65,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2015",61.125,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2016",62.45,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2017",64.75,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2018",66.85,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2019",67.55,
"PRT","EMP","WOMEN","PC_WKGPOP","A","2020",66.6,
"SVK","EMP","MEN","THND_PER","A","1994",1173.975,
"SVK","EMP","MEN","THND_PER","A","1995",1193.325,
"SVK","EMP","MEN","THND_PER","A","1996",1234.6,
"SVK","EMP","MEN","THND_PER","A","1997",1216.95,
"SVK","EMP","MEN","THND_PER","A","1998",1210.35,"B"
"SVK","EMP","MEN","THND_PER","A","1999",1163.675,
"SVK","EMP","MEN","THND_PER","A","2000",1137.3,
"SVK","EMP","MEN","THND_PER","A","2001",1143.25,
"SVK","EMP","MEN","THND_PER","A","2002",1153.125,"B"
"SVK","EMP","MEN","THND_PER","A","2003",1174.2,
"SVK","EMP","MEN","THND_PER","A","2004",1191.15,"B"
"SVK","EMP","MEN","THND_PER","A","2005",1232.125,
"SVK","EMP","MEN","THND_PER","A","2006",1291.975,
"SVK","EMP","MEN","THND_PER","A","2007",1322,
"SVK","EMP","MEN","THND_PER","A","2008",1363.725,
"SVK","EMP","MEN","THND_PER","A","2009",1326.375,
"SVK","EMP","MEN","THND_PER","A","2010",1284.525,"B"
"SVK","EMP","MEN","THND_PER","A","2011",1292.2,
"SVK","EMP","MEN","THND_PER","A","2012",1303.475,
"SVK","EMP","MEN","THND_PER","A","2013",1295.3,
"SVK","EMP","MEN","THND_PER","A","2014",1316.375,
"SVK","EMP","MEN","THND_PER","A","2015",1349.275,
"SVK","EMP","MEN","THND_PER","A","2016",1378.225,
"SVK","EMP","MEN","THND_PER","A","2017",1385.175,
"SVK","EMP","MEN","THND_PER","A","2018",1413.5,
"SVK","EMP","MEN","THND_PER","A","2019",1417.275,
"SVK","EMP","MEN","THND_PER","A","2020",1386.85,
"SVK","EMP","TOT","THND_PER","A","1994",2110.225,
"SVK","EMP","TOT","THND_PER","A","1995",2146.775,
"SVK","EMP","TOT","THND_PER","A","1996",2224.875,
"SVK","EMP","TOT","THND_PER","A","1997",2205.875,
"SVK","EMP","TOT","THND_PER","A","1998",2198.5,"B"
"SVK","EMP","TOT","THND_PER","A","1999",2132.025,
"SVK","EMP","TOT","THND_PER","A","2000",2101.625,
"SVK","EMP","TOT","THND_PER","A","2001",2121.1,
"SVK","EMP","TOT","THND_PER","A","2002",2123.25,"B"
"SVK","EMP","TOT","THND_PER","A","2003",2161.675,
"SVK","EMP","TOT","THND_PER","A","2004",2167.775,"B"
"SVK","EMP","TOT","THND_PER","A","2005",2215.25,
"SVK","EMP","TOT","THND_PER","A","2006",2302.275,
"SVK","EMP","TOT","THND_PER","A","2007",2357.675,
"SVK","EMP","TOT","THND_PER","A","2008",2433.75,
"SVK","EMP","TOT","THND_PER","A","2009",2366.325,
"SVK","EMP","TOT","THND_PER","A","2010",2317.5,"B"
"SVK","EMP","TOT","THND_PER","A","2011",2315.325,
"SVK","EMP","TOT","THND_PER","A","2012",2328.975,
"SVK","EMP","TOT","THND_PER","A","2013",2329.25,
"SVK","EMP","TOT","THND_PER","A","2014",2363.025,
"SVK","EMP","TOT","THND_PER","A","2015",2424,
"SVK","EMP","TOT","THND_PER","A","2016",2492.1,
"SVK","EMP","TOT","THND_PER","A","2017",2530.675,
"SVK","EMP","TOT","THND_PER","A","2018",2566.725,
"SVK","EMP","TOT","THND_PER","A","2019",2583.65,
"SVK","EMP","TOT","THND_PER","A","2020",2531.275,
"SVK","EMP","WOMEN","THND_PER","A","1994",936.25,
"SVK","EMP","WOMEN","THND_PER","A","1995",953.45,
"SVK","EMP","WOMEN","THND_PER","A","1996",990.3,
"SVK","EMP","WOMEN","THND_PER","A","1997",988.9,
"SVK","EMP","WOMEN","THND_PER","A","1998",988.15,"B"
"SVK","EMP","WOMEN","THND_PER","A","1999",968.325,
"SVK","EMP","WOMEN","THND_PER","A","2000",964.35,
"SVK","EMP","WOMEN","THND_PER","A","2001",977.85,
"SVK","EMP","WOMEN","THND_PER","A","2002",970.15,"B"
"SVK","EMP","WOMEN","THND_PER","A","2003",987.475,
"SVK","EMP","WOMEN","THND_PER","A","2004",976.625,"B"
"SVK","EMP","WOMEN","THND_PER","A","2005",983.125,
"SVK","EMP","WOMEN","THND_PER","A","2006",1010.325,
"SVK","EMP","WOMEN","THND_PER","A","2007",1035.65,
"SVK","EMP","WOMEN","THND_PER","A","2008",1070,
"SVK","EMP","WOMEN","THND_PER","A","2009",1039.925,
"SVK","EMP","WOMEN","THND_PER","A","2010",1032.95,"B"
"SVK","EMP","WOMEN","THND_PER","A","2011",1023.125,
"SVK","EMP","WOMEN","THND_PER","A","2012",1025.475,
"SVK","EMP","WOMEN","THND_PER","A","2013",1033.95,
"SVK","EMP","WOMEN","THND_PER","A","2014",1046.7,
"SVK","EMP","WOMEN","THND_PER","A","2015",1074.7,
"SVK","EMP","WOMEN","THND_PER","A","2016",1113.875,
"SVK","EMP","WOMEN","THND_PER","A","2017",1145.45,
"SVK","EMP","WOMEN","THND_PER","A","2018",1153.2,
"SVK","EMP","WOMEN","THND_PER","A","2019",1166.35,
"SVK","EMP","WOMEN","THND_PER","A","2020",1144.425,
"SVK","EMP","MEN","PC_WKGPOP","A","1999",64.3,
"SVK","EMP","MEN","PC_WKGPOP","A","2000",62.225,
"SVK","EMP","MEN","PC_WKGPOP","A","2001",62.025,
"SVK","EMP","MEN","PC_WKGPOP","A","2002",62.375,"B"
"SVK","EMP","MEN","PC_WKGPOP","A","2003",63.325,
"SVK","EMP","MEN","PC_WKGPOP","A","2004",63.175,"B"
"SVK","EMP","MEN","PC_WKGPOP","A","2005",64.6,
"SVK","EMP","MEN","PC_WKGPOP","A","2006",66.975,
"SVK","EMP","MEN","PC_WKGPOP","A","2007",68.4,
"SVK","EMP","MEN","PC_WKGPOP","A","2008",69.95,
"SVK","EMP","MEN","PC_WKGPOP","A","2009",67.55,
"SVK","EMP","MEN","PC_WKGPOP","A","2010",65.175,"B"
"SVK","EMP","MEN","PC_WKGPOP","A","2011",66.1,
"SVK","EMP","MEN","PC_WKGPOP","A","2012",66.675,
"SVK","EMP","MEN","PC_WKGPOP","A","2013",66.375,
"SVK","EMP","MEN","PC_WKGPOP","A","2014",67.65,
"SVK","EMP","MEN","PC_WKGPOP","A","2015",69.425,
"SVK","EMP","MEN","PC_WKGPOP","A","2016",71.375,
"SVK","EMP","MEN","PC_WKGPOP","A","2017",71.975,
"SVK","EMP","MEN","PC_WKGPOP","A","2018",73.85,
"SVK","EMP","MEN","PC_WKGPOP","A","2019",74.375,
"SVK","EMP","MEN","PC_WKGPOP","A","2020",73.275,
"SVK","EMP","TOT","PC_WKGPOP","A","1999",58.1,
"SVK","EMP","TOT","PC_WKGPOP","A","2000",56.775,
"SVK","EMP","TOT","PC_WKGPOP","A","2001",56.825,
"SVK","EMP","TOT","PC_WKGPOP","A","2002",56.8,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2003",57.725,
"SVK","EMP","TOT","PC_WKGPOP","A","2004",56.975,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2005",57.7,
"SVK","EMP","TOT","PC_WKGPOP","A","2006",59.425,
"SVK","EMP","TOT","PC_WKGPOP","A","2007",60.7,
"SVK","EMP","TOT","PC_WKGPOP","A","2008",62.25,
"SVK","EMP","TOT","PC_WKGPOP","A","2009",60.175,
"SVK","EMP","TOT","PC_WKGPOP","A","2010",58.775,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2011",59.325,
"SVK","EMP","TOT","PC_WKGPOP","A","2012",59.725,
"SVK","EMP","TOT","PC_WKGPOP","A","2013",59.85,
"SVK","EMP","TOT","PC_WKGPOP","A","2014",60.975,
"SVK","EMP","TOT","PC_WKGPOP","A","2015",62.725,
"SVK","EMP","TOT","PC_WKGPOP","A","2016",64.85,
"SVK","EMP","TOT","PC_WKGPOP","A","2017",66.175,
"SVK","EMP","TOT","PC_WKGPOP","A","2018",67.575,
"SVK","EMP","TOT","PC_WKGPOP","A","2019",68.425,
"SVK","EMP","TOT","PC_WKGPOP","A","2020",67.525,
"SVK","EMP","WOMEN","PC_WKGPOP","A","1999",52.075,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2000",51.45,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2001",51.775,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2002",51.4,"B"
"SVK","EMP","WOMEN","PC_WKGPOP","A","2003",52.2,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2004",50.875,"B"
"SVK","EMP","WOMEN","PC_WKGPOP","A","2005",50.9,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2006",51.9,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2007",53.05,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2008",54.625,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2009",52.775,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2010",52.325,"B"
"SVK","EMP","WOMEN","PC_WKGPOP","A","2011",52.525,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2012",52.7,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2013",53.325,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2014",54.275,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2015",55.925,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2016",58.325,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2017",60.275,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2018",61.175,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2019",62.35,
"SVK","EMP","WOMEN","PC_WKGPOP","A","2020",61.65,
"ESP","EMP","MEN","THND_PER","A","1970",9329,
"ESP","EMP","MEN","THND_PER","A","1971",9308,
"ESP","EMP","MEN","THND_PER","A","1972",9228,
"ESP","EMP","MEN","THND_PER","A","1973",9251,
"ESP","EMP","MEN","THND_PER","A","1974",9254,
"ESP","EMP","MEN","THND_PER","A","1975",9196,
"ESP","EMP","MEN","THND_PER","A","1976",8813,"B"
"ESP","EMP","MEN","THND_PER","A","1977",8940.2,
"ESP","EMP","MEN","THND_PER","A","1978",8795.1,
"ESP","EMP","MEN","THND_PER","A","1979",8654.1,
"ESP","EMP","MEN","THND_PER","A","1980",8434.9,
"ESP","EMP","MEN","THND_PER","A","1981",8241.7,
"ESP","EMP","MEN","THND_PER","A","1982",8136.9,
"ESP","EMP","MEN","THND_PER","A","1983",8055.7,
"ESP","EMP","MEN","THND_PER","A","1984",7824.1,
"ESP","EMP","MEN","THND_PER","A","1985",7727.7,
"ESP","EMP","MEN","THND_PER","A","1986",7858.9,
"ESP","EMP","MEN","THND_PER","A","1987",8146.7,
"ESP","EMP","MEN","THND_PER","A","1988",8404.7,
"ESP","EMP","MEN","THND_PER","A","1989",8661.3,
"ESP","EMP","MEN","THND_PER","A","1990",8807.7,
"ESP","EMP","MEN","THND_PER","A","1991",8800.3,
"ESP","EMP","MEN","THND_PER","A","1992",8532.8,
"ESP","EMP","MEN","THND_PER","A","1993",8092.4,
"ESP","EMP","MEN","THND_PER","A","1994",8049.1,
"ESP","EMP","MEN","THND_PER","A","1995",8187.6,
"ESP","EMP","MEN","THND_PER","A","1996",8349.662,
"ESP","EMP","MEN","THND_PER","A","1997",8606.67,
"ESP","EMP","MEN","THND_PER","A","1998",8967.395,"B"
"ESP","EMP","MEN","THND_PER","A","1999",9433.775,
"ESP","EMP","MEN","THND_PER","A","2000",9821.125,"B"
"ESP","EMP","MEN","THND_PER","A","2001",10150.53,
"ESP","EMP","MEN","THND_PER","A","2002",10407.8,
"ESP","EMP","MEN","THND_PER","A","2003",10714.83,
"ESP","EMP","MEN","THND_PER","A","2004",10988.08,"B"
"ESP","EMP","MEN","THND_PER","A","2005",11485.03,
"ESP","EMP","MEN","THND_PER","A","2006",11808.53,
"ESP","EMP","MEN","THND_PER","A","2007",12067.38,
"ESP","EMP","MEN","THND_PER","A","2008",11805.17,
"ESP","EMP","MEN","THND_PER","A","2009",10733.1,
"ESP","EMP","MEN","THND_PER","A","2010",10423.67,
"ESP","EMP","MEN","THND_PER","A","2011",10152.47,
"ESP","EMP","MEN","THND_PER","A","2012",9608.15,
"ESP","EMP","MEN","THND_PER","A","2013",9315.775,
"ESP","EMP","MEN","THND_PER","A","2014",9442.7,
"ESP","EMP","MEN","THND_PER","A","2015",9760.35,
"ESP","EMP","MEN","THND_PER","A","2016",10000.8,
"ESP","EMP","MEN","THND_PER","A","2017",10266.28,
"ESP","EMP","MEN","THND_PER","A","2018",10531.95,
"ESP","EMP","MEN","THND_PER","A","2019",10745.6,
"ESP","EMP","MEN","THND_PER","A","2020",10429.65,
"ESP","EMP","TOT","THND_PER","A","1956",11334,
"ESP","EMP","TOT","THND_PER","A","1957",11515,
"ESP","EMP","TOT","THND_PER","A","1958",11720,
"ESP","EMP","TOT","THND_PER","A","1959",11589,
"ESP","EMP","TOT","THND_PER","A","1960",11551,
"ESP","EMP","TOT","THND_PER","A","1961",11575,
"ESP","EMP","TOT","THND_PER","A","1962",11677,
"ESP","EMP","TOT","THND_PER","A","1963",11739,
"ESP","EMP","TOT","THND_PER","A","1964",11801,
"ESP","EMP","TOT","THND_PER","A","1965",11908,
"ESP","EMP","TOT","THND_PER","A","1966",12025,
"ESP","EMP","TOT","THND_PER","A","1967",12083,
"ESP","EMP","TOT","THND_PER","A","1968",12185,
"ESP","EMP","TOT","THND_PER","A","1969",12306,
"ESP","EMP","TOT","THND_PER","A","1970",12433,
"ESP","EMP","TOT","THND_PER","A","1971",12499,
"ESP","EMP","TOT","THND_PER","A","1972",12535,
"ESP","EMP","TOT","THND_PER","A","1973",12851,
"ESP","EMP","TOT","THND_PER","A","1974",12924,
"ESP","EMP","TOT","THND_PER","A","1975",12692,
"ESP","EMP","TOT","THND_PER","A","1976",12477,"B"
"ESP","EMP","TOT","THND_PER","A","1977",12485.9,
"ESP","EMP","TOT","THND_PER","A","1978",12280.4,
"ESP","EMP","TOT","THND_PER","A","1979",12109,
"ESP","EMP","TOT","THND_PER","A","1980",11781.1,
"ESP","EMP","TOT","THND_PER","A","1981",11467.7,
"ESP","EMP","TOT","THND_PER","A","1982",11358.3,
"ESP","EMP","TOT","THND_PER","A","1983",11322.6,
"ESP","EMP","TOT","THND_PER","A","1984",11024.4,
"ESP","EMP","TOT","THND_PER","A","1985",10903,
"ESP","EMP","TOT","THND_PER","A","1986",11102.4,
"ESP","EMP","TOT","THND_PER","A","1987",11660.9,
"ESP","EMP","TOT","THND_PER","A","1988",12123.1,
"ESP","EMP","TOT","THND_PER","A","1989",12557.5,
"ESP","EMP","TOT","THND_PER","A","1990",12869.6,
"ESP","EMP","TOT","THND_PER","A","1991",12970.4,
"ESP","EMP","TOT","THND_PER","A","1992",12730.6,
"ESP","EMP","TOT","THND_PER","A","1993",12197.3,
"ESP","EMP","TOT","THND_PER","A","1994",12169.5,
"ESP","EMP","TOT","THND_PER","A","1995",12461.1,
"ESP","EMP","TOT","THND_PER","A","1996",12811.55,
"ESP","EMP","TOT","THND_PER","A","1997",13286.45,
"ESP","EMP","TOT","THND_PER","A","1998",13837.87,"B"
"ESP","EMP","TOT","THND_PER","A","1999",14689.83,
"ESP","EMP","TOT","THND_PER","A","2000",15505.9,"B"
"ESP","EMP","TOT","THND_PER","A","2001",16146.28,
"ESP","EMP","TOT","THND_PER","A","2002",16790.1,
"ESP","EMP","TOT","THND_PER","A","2003",17475.6,
"ESP","EMP","TOT","THND_PER","A","2004",18142.25,"B"
"ESP","EMP","TOT","THND_PER","A","2005",19207,
"ESP","EMP","TOT","THND_PER","A","2006",19939.1,
"ESP","EMP","TOT","THND_PER","A","2007",20579.93,
"ESP","EMP","TOT","THND_PER","A","2008",20469.65,
"ESP","EMP","TOT","THND_PER","A","2009",19106.85,
"ESP","EMP","TOT","THND_PER","A","2010",18724.47,
"ESP","EMP","TOT","THND_PER","A","2011",18421.43,
"ESP","EMP","TOT","THND_PER","A","2012",17632.68,
"ESP","EMP","TOT","THND_PER","A","2013",17139,
"ESP","EMP","TOT","THND_PER","A","2014",17344.18,
"ESP","EMP","TOT","THND_PER","A","2015",17866.05,
"ESP","EMP","TOT","THND_PER","A","2016",18341.55,
"ESP","EMP","TOT","THND_PER","A","2017",18824.8,
