Time,Time Code,Country Name,Country Code,"Adjusted net attendance rate, one year before the official primary entry age, both sexes (%) [UIS.NARA.AGM1]","Adjusted net attendance rate, one year before the official primary entry age, female (%) [UIS.NARA.AGM1.F]","Adjusted net attendance rate, one year before the official primary entry age, male (%) [UIS.NARA.AGM1.M]","Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%) [UIS.NARA.AGM1.RUR]","Adjusted net attendance rate, one year before the official primary entry age, urban, both sexes (%) [UIS.NARA.AGM1.URB]",Capital expenditure as % of total expenditure in lower secondary public institutions (%) [UIS.XSPENDP.2.FDPUB.FNCAP],Capital expenditure as % of total expenditure in post-secondary non-tertiary public institutions (%) [UIS.XSPENDP.4.FDPUB.FNCAP],Capital expenditure as % of total expenditure in pre-primary public institutions (%) [UIS.XSPENDP.0.FDPUB.FNCAP],Capital expenditure as % of total expenditure in primary public institutions (%) [UIS.XSPENDP.1.FDPUB.FNCAP],Capital expenditure as % of total expenditure in public institutions (%) [UIS.XSPENDP.FDPUB.FNCAP],Capital expenditure as % of total expenditure in secondary public institutions (%) [UIS.XSPENDP.23.FDPUB.FNCAP],Capital expenditure as % of total expenditure in tertiary public institutions (%) [UIS.XSPENDP.56.FDPUB.FNCAP],Capital expenditure as % of total expenditure in upper-secondary public institutions (%) [UIS.XSPENDP.3.FDPUB.FNCAP],"Completion rate, lower secondary education, both sexes (%) [UIS.CR.2]","Completion rate, primary education, both sexes (%) [UIS.CR.1]","Completion rate, upper secondary education, fourth quintile, both sexes (%) [UIS.CR.3.Q4]"
2017,YR2017,Afghanistan,AFG,..,..,..,..,..,10.7379,36.60568,..,11.359,..,10.6359,..,10.43118,..,..,..
2017,YR2017,Albania,ALB,79.83601,80.85634,78.91849,82.24261,78.08852,9.83574,..,..,6.55818,8.29946,14.02526,7.75057,30.48661,93.65541,94.95685,88.44262
2017,YR2017,Algeria,DZA,..,..,..,..,..,0.00271,..,..,..,..,0.0025,..,0.00232,..,..,..
2017,YR2017,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Andorra,AND,..,..,..,..,..,1.0652,..,1.10259,1.13272,0.72978,1.08175,0.82579,1.11388,..,..,..
2017,YR2017,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Antigua and Barbuda,ATG,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..
2017,YR2017,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Argentina,ARG,..,..,..,..,93.43,12.25551,..,11.33565,11.63916,10.90624,13.82762,4.55454,16.07176,..,..,..
2017,YR2017,Armenia,ARM,..,..,..,..,..,..,..,0,..,12.41132,..,1.07007,..,..,..,..
2017,YR2017,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Australia,AUS,..,..,..,..,..,6.96694,5.56847,..,7.13343,..,6.96609,11.38577,6.96482,..,..,..
2017,YR2017,Austria,AUT,..,..,..,..,..,4.42642,0.14587,12.125,8.32039,6.69433,3.39591,8.59678,2.03154,..,..,..
2017,YR2017,Azerbaijan,AZE,..,..,..,..,..,..,..,4.5162,..,1.29493,..,0.92289,..,..,..,..
2017,YR2017,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Barbados,BRB,..,..,..,..,..,..,..,..,..,4.44682,..,..,..,..,..,..
2017,YR2017,Belarus,BLR,..,..,..,..,..,..,3.15627,6.43489,..,5.63218,5.09785,5.90846,..,..,..,..
2017,YR2017,Belgium,BEL,..,..,..,..,..,3.64405,..,7.57957,6.0573,5.12868,..,4.90657,..,..,..,..
2017,YR2017,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,10.60467,..,..,..,..,..
2017,YR2017,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Bolivia,BOL,77.88,80.44,75.67,71.36,80.79,..,..,..,..,..,..,..,..,91,97.31,78.93
2017,YR2017,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Brazil,BRA,94.98,95.67,94.37,93.74,95.23,1.99654,..,..,2.2319,2.47763,2.27087,2.64966,2.59051,84.37,94.74,78.02
2017,YR2017,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Bulgaria,BGR,..,..,..,..,..,3.72458,0.55227,4.53445,4.00113,4.49426,3.39508,6.14915,3.07354,..,..,..
2017,YR2017,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Burundi,BDI,51.46512,48.92987,54.05178,48.29829,80.85067,..,..,..,..,..,..,..,..,27.23233,53.34742,8.61574
2017,YR2017,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,10.35371,8.05482,..,..,..
2017,YR2017,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Chile,CHL,96.33,95.77,96.87,92.73,96.78,6.21829,..,8.06937,5.73333,6.49373,6.46867,3.56098,6.62605,95.9,96.3,90.29
2017,YR2017,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Colombia,COL,88.5,89.26,87.79,80.62,91.6,4.99359,..,4.98786,4.98997,23.84776,4.99447,50.70186,4.99687,75.99,92.66,83.06
2017,YR2017,Comoros,COM,..,..,..,..,..,6.94081,..,..,3.53342,..,..,..,..,..,..,..
2017,YR2017,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Costa Rica,CRI,86.5,88.65,84.35,81.23,89.01,0.17899,..,0.21993,9.60987,4.40121,4.38671,..,11.34853,68.2,96.15,68.21
2017,YR2017,Cote d'Ivoire,CIV,..,..,..,..,..,6.09472,..,0.76939,0.78329,6.4653,8.29245,17.54276,12.8526,..,..,..
2017,YR2017,Croatia,HRV,..,..,..,..,..,..,..,3.33827,2.68328,4.19434,..,8.65267,2.22598,..,..,..
2017,YR2017,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Cyprus,CYP,..,..,..,..,..,1.91698,..,3.15496,4.38095,7.71499,2.84497,25.64143,3.63018,..,..,..
2017,YR2017,Czech Republic,CZE,..,..,..,..,..,9.74958,6.25,10.7581,9.80118,8.76472,7.95787,7.01981,5.75709,..,..,..
2017,YR2017,Denmark,DNK,..,..,..,..,..,9.64424,..,3.75886,9.64424,5.62987,5.28543,3.41006,1.74877,..,..,..
2017,YR2017,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Dominican Republic,DOM,95.82,96.38,95.25,95.88,95.81,13.89968,..,10.49653,11.44041,..,14.19978,..,14.39234,87.57,93.87,71.5
2017,YR2017,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Ecuador,ECU,89.54,89.82,89.28,87.79,90.64,..,..,..,..,..,..,..,..,90.77,98.21,76.01
2017,YR2017,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,4.69714,..,..,..,..,..
2017,YR2017,El Salvador,SLV,88.69,88.69,88.68,85.4,91.7,6.69728,..,4.82718,6.70432,8.04652,12.24504,1.91941,20.76921,73.43,88.31,69.21
2017,YR2017,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Estonia,EST,..,..,..,..,..,9.44522,1.8129,..,10.00849,9.05328,7.35321,8.75832,5.36996,..,..,..
2017,YR2017,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Finland,FIN,..,..,..,..,..,11.73358,..,6.08411,11.66302,9.02028,10.61048,5.83426,9.45393,..,..,..
2017,YR2017,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,France,FRA,..,..,..,..,..,7.2242,8.4399,7.24423,6.59982,7.63337,7.99102,8.16134,8.82219,..,..,..
2017,YR2017,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Germany,DEU,..,..,..,..,..,5.67488,4.65985,10.67922,6.38278,6.94017,5.56294,8.52855,5.33784,..,..,..
2017,YR2017,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,3.5037,..,..,..,..,..,..
2017,YR2017,Global Partnership for Education,FTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Greece,GRC,..,..,..,..,..,1.49635,0.03402,3.19607,2.44216,..,2.39932,43.31085,3.29601,..,..,..
2017,YR2017,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Guatemala,GTM,..,..,..,..,..,10.33847,..,2.60726,4.03498,4.40852,8.93642,2.52498,4.91367,..,..,..
2017,YR2017,Guinea,GIN,..,..,..,..,..,4.43494,..,13.27297,5.9029,12.32596,10.50798,27.02321,17.34177,..,..,..
2017,YR2017,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Haiti,HTI,85.23792,86.35557,84.23743,82.39116,90.9548,..,..,..,..,..,..,..,..,34.50921,53.13746,16.84688
2017,YR2017,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,7.79781,..,..,..,..
2017,YR2017,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Hungary,HUN,..,..,..,..,..,3.20215,9.55326,6.90692,3.20758,10.10039,4.38745,18.85752,5.10617,..,..,..
2017,YR2017,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Iceland,ISL,..,..,..,..,..,5.67911,1.86042,6.72257,6.10681,4.57504,3.7504,2.41016,1.68912,..,..,..
2017,YR2017,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Indonesia,IDN,97.86785,98.33067,97.44129,97.21469,98.60797,..,..,..,..,..,..,..,..,86.05231,96.59536,77.52354
2017,YR2017,"Iran, Islamic Rep.",IRN,..,..,..,..,..,1.1561,2.90808,0,1.2339,4.2562,0.99916,12.51043,0.8943,..,..,..
2017,YR2017,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Ireland,IRL,..,..,..,..,..,5.40734,1.79351,..,9.22279,5.27038,5.42898,1.75837,5.44862,..,..,..
2017,YR2017,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Israel,ISR,..,..,..,..,..,..,..,4.44669,12.02783,9.92072,9.38294,13.59223,..,..,..,..
2017,YR2017,Italy,ITA,..,..,..,..,..,0.90429,..,1.02023,0.87044,2.03369,..,6.31196,..,..,..,..
2017,YR2017,Jamaica,JAM,..,..,..,..,..,2.66112,1.96721,7.74323,1.85749,2.78661,2.67816,4.70068,2.7036,..,..,..
2017,YR2017,Japan,JPN,..,..,..,..,..,12.65615,..,11.61337,12.62099,11.21364,10.37898,10.08228,7.77919,..,..,..
2017,YR2017,Jordan,JOR,..,..,..,..,..,4.07175,..,37.55246,4.04966,5.63388,7.1395,5.53199,14.47401,..,..,..
2017,YR2017,Kazakhstan,KAZ,..,..,..,..,..,4.84737,..,..,4.74348,4.19838,..,4.27884,..,..,..,..
2017,YR2017,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Kyrgyz Republic,KGZ,..,..,..,..,..,..,1.03906,5.28994,..,14.90603,..,0.2167,..,..,..,..
2017,YR2017,Lao PDR,LAO,82.96521,83.52129,82.4679,79.52329,92.50274,..,..,..,..,..,..,..,..,52.56556,85.89622,39.74936
2017,YR2017,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Latvia,LVA,..,..,..,..,..,12.22173,8.21748,10.81914,12.32678,11.39725,11.34116,5.696,10.61638,..,..,..
2017,YR2017,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Lending category not classified,LNX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Lithuania,LTU,..,..,..,..,..,5.38559,4.82703,3.54279,5.39344,5.46437,5.34567,7.47655,5.25369,..,..,..
2017,YR2017,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Luxembourg,LUX,..,..,..,..,..,9.71047,0,9.00117,9.00117,8.88256,9.33144,7.12523,9.03555,..,..,..
2017,YR2017,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,7.36372,..,6.32623,..,..,..,..
2017,YR2017,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,4.78935,..,..,..,..
2017,YR2017,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Malaysia,MYS,..,..,..,..,..,..,..,0.65508,0.83835,7.90979,8.94208,18.31849,..,..,..,..
2017,YR2017,Maldives,MDV,98.59286,98.21204,98.92442,98.47815,98.79928,..,..,..,..,..,..,..,..,90.59792,98.21484,45.40933
2017,YR2017,Mali,MLI,..,..,..,..,..,5.26495,0.31793,16.55645,2.71391,2.97703,3.44594,2.50286,3.07815,..,..,..
2017,YR2017,Malta,MLT,..,..,..,..,..,3.80184,8.21435,7.86991,7.86991,9.99332,3.64514,20.02262,3.54104,..,..,..
2017,YR2017,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Mayotte,MYT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Mexico,MEX,..,..,..,..,..,2.40953,..,..,1.87069,2.41587,2.28254,3.84592,2.13763,..,..,..
2017,YR2017,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Moldova,MDA,..,..,..,..,..,13.25025,15.64299,12.87545,13.11363,12.31289,14.0169,5.3536,15.95183,..,..,..
2017,YR2017,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Mongolia,MNG,..,..,..,..,..,9.8868,9.2314,4.19839,10.63782,8.88654,9.75519,58.65348,9.49961,..,..,..
2017,YR2017,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Myanmar,MMR,..,..,..,..,..,16.62858,51.63147,..,17.21545,20.34226,11.14925,49.18225,6.11541,..,..,..
2017,YR2017,Namibia,NAM,..,..,..,..,..,..,..,0,3.69108,..,3.429,..,3.429,..,..,..
2017,YR2017,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Netherlands,NLD,..,..,..,..,..,10.54403,..,10.96621,10.74138,10.91898,10.99679,10.9415,11.58995,..,..,..
2017,YR2017,Netherlands Antilles,ANT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Niger,NER,..,..,..,..,..,2.30487,0.0294,0.1981,0.93993,2.36978,2.47136,6.2815,3.08039,..,..,..
2017,YR2017,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Norway,NOR,..,..,..,..,..,14.27219,15.13251,8.56937,14.27219,12.97612,14.77917,12.09232,15.13251,..,..,..
2017,YR2017,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Oman,OMN,..,..,..,..,..,3.79283,..,..,..,..,3.79283,..,3.79283,..,..,..
2017,YR2017,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Panama,PAN,85.28,84.16,86.47,80.84,87.89,..,..,..,..,..,..,..,..,83.54,95.99,76.59
2017,YR2017,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Paraguay,PRY,99.69,99.51,99.82,99.43,99.85,..,..,..,..,..,..,..,..,77.12,90.8,74.46
2017,YR2017,Peru,PER,97.12,97.12,97.11,96.34,97.39,17.51439,..,25.00103,15.74391,18.07659,17.51439,17.64292,..,89.85,97.11,92.99
2017,YR2017,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Poland,POL,..,..,..,..,..,4.12168,4.98386,6.33004,6.33028,6.50664,4.70941,9.05948,5.21949,..,..,..
2017,YR2017,Portugal,PRT,..,..,..,..,..,0.84425,..,0.02072,0.64652,3.71299,4.82745,5.16185,9.12372,..,..,..
2017,YR2017,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Qatar,QAT,..,..,..,..,..,..,..,..,..,22.35618,..,..,..,..,..,..
2017,YR2017,Romania,ROU,..,..,..,..,..,3.80702,1.43627,4.54774,2.70608,4.8498,3.22045,6.01427,2.62712,..,..,..
2017,YR2017,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,8.29672,..,9.92243,..,..,..,..
2017,YR2017,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,San Marino,SMR,..,..,..,..,..,0,..,0,0,0.19627,0,1.80828,0,..,..,..
2017,YR2017,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Senegal,SEN,30.30539,34.52721,25.63606,20.63517,48.61624,..,..,..,..,..,..,..,..,26.63455,50.06841,12.55073
2017,YR2017,Serbia,SRB,..,..,..,..,..,..,..,..,..,5.1043,..,10.85529,..,..,..,..
2017,YR2017,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Sierra Leone,SLE,63.66948,65.91751,61.68177,56.00701,77.05759,0,..,..,0,..,0,..,0,44.14637,64.08057,20.65685
2017,YR2017,Singapore,SGP,..,..,..,..,..,2.95151,2.33095,53.21442,11.83217,..,2.95151,2.25389,..,..,..,..
2017,YR2017,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Slovak Republic,SVK,..,..,..,..,..,2.45999,6.22337,8.05659,4.34708,5.48884,4.22189,7.05825,6.3075,..,..,..
2017,YR2017,Slovenia,SVN,..,..,..,..,..,6.27035,..,6.11273,6.27199,6.87177,7.52334,7.45834,8.68364,..,..,..
2017,YR2017,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,South Africa,ZAF,..,..,..,..,..,4.90582,..,9.19387,5.28592,4.95871,4.94646,5.14945,4.97509,..,..,..
2017,YR2017,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Spain,ESP,..,..,..,..,..,2.23713,..,2.32764,2.26077,5.12131,2.68643,12.29273,3.06972,..,..,..
